Rede, Jogador, ID do Jogo, Stake, Data, Participantes, Rake, Jogo, Estrutura, Velocidade, Resultado, Posição, Bandeiras, Moeda, Reentradas/Recompras, Duração, Jogadores por mesa, Prêmio, Nome, Total de Reentradas
WPN,"HiThxBye",26377413,6.0,2022-02-13 17:29,129,0.3,H,No Limit,Super Turbo,-6.0,85,Multi-Entry,USD,,8964,8,,"Hyper - $1,000 GTD",30
WPN,"HiThxBye",26376209,4.0,2022-02-13 16:34,296,0.4,H,No Limit,Normal,-4.0,159,6-Max Multi-Entry,USD,,25443,6,,"$1,200 GTD - 6-Max",74
WPN,"HiThxBye",26369718,6.0,2022-02-12 05:02,380,0.6,H,No Limit,Normal,-12.6,166,Multi-Entry,USD,1,32572,8,,"$3,000 GTD",207
WPN,"HiThxBye",26370151,6.0,2022-02-12 02:44,77,0.6,H,No Limit,Normal,-6.0,33,6-Max Multi-Entry,USD,,18885,6,,"$600 GTD - 6-Max",11
WPN,"HiThxBye",26369446,6.0,2022-02-11 23:32,340,0.6,H,No Limit,Turbo,-6.0,178,Multi-Entry,USD,,14575,8,,"Turbo - $2,000 GTD",88
WPN,"HiThxBye",26368034,4.0,2022-02-11 21:17,404,0.4,H,No Limit,Normal,-4.0,125,Multi-Entry,USD,,28037,8,,"$3,000 GTD",175
WPN,"HiThxBye",26368905,6.0,2022-02-11 20:29,157,0.6,H,No Limit,Turbo,-6.0,45,Multi-Entry,USD,,12566,8,,"Turbo  - $1,000 GTD",27
WPN,"HiThxBye",26368282,5.0,2022-02-11 20:27,159,0.5,H,No Limit,Normal,-5.0,68,Multi-Entry,USD,,21429,8,,"$1,000 GTD",38
WPN,"HiThxBye",26368641,4.0,2022-02-11 19:31,90,0.4,H,No Limit,Turbo,-4.0,22,Multi-Entry,USD,,12668,8,,"Turbo - $500 GTD",17
WPN,"HiThxBye",26364420,4.0,2022-02-11 00:35,293,0.4,H,No Limit,Normal,-4.0,176,Multi-Entry,USD,,27320,8,,"$1,500 GTD",84
WPN,"HiThxBye",26364153,6.0,2022-02-10 23:08,364,0.6,H,No Limit,Normal,-6.0,99,Multi-Entry,USD,,25730,8,,"$3,000 GTD",91
WPN,"HiThxBye",26363376,6.0,2022-02-10 23:00,645,0.6,H,No Limit,Normal,0.48,87,Bounty Multi-Entry,USD,,37839,8,6.48,"PKO - $5,000 GTD",220
WPN,"HiThxBye",26363723,6.0,2022-02-10 20:52,413,0.6,H,No Limit,Normal,-6.0,80,Multi-Entry,USD,,24146,8,,"PHAT - $2,500 GTD",64
WPN,"HiThxBye",26363793,5.0,2022-02-10 20:33,216,0.5,H,No Limit,Normal,-10.5,47,Multi-Entry,USD,1,21805,8,,"$1,000 GTD",40
WPN,"HiThxBye",26363014,3.0,2022-02-10 19:52,788,0.3,H,No Limit,Normal,-3.0,164,Multi-Entry,USD,,33764,8,,"$2,500 GTD",206
WPN,"HiThxBye",26363192,2.5,2022-02-10 17:25,175,0.25,H,No Limit,Normal,-2.5,84,Multi-Entry,USD,,21313,8,,"$500 GTD",25
WPN,"HiThxBye",26362831,4.0,2022-02-10 16:43,222,0.4,H,No Limit,Normal,-8.4,99,6-Max Multi-Entry,USD,1,26027,6,,"$1,200 GTD - 6-Max",83
WPN,"HiThxBye",26362758,6.0,2022-02-10 15:32,354,0.6,H,No Limit,Normal,-6.0,255,Multi-Entry,USD,,23571,8,,"$1,250 GTD",75
WPN,"HiThxBye",26362832,6.0,2022-02-10 13:27,134,0.6,H,No Limit,Turbo,-6.0,61,Multi-Entry,USD,,14275,8,,"Turbo - $500 GTD",26
WPN,"HiThxBye",26358659,6.0,2022-02-09 23:14,645,0.6,H,No Limit,Normal,-4.5,362,Bounty Multi-Entry,USD,,38671,8,1.5,"PKO - $5,000 GTD",204
WPN,"HiThxBye",26358886,4.0,2022-02-09 23:06,606,0.4,H,No Limit,Normal,-17.2,364,Multi-Entry,USD,3,34597,8,,"$3,000 GTD",168
WPN,"HiThxBye",26359086,6.0,2022-02-09 21:03,333,0.6,H,No Limit,Normal,11.0,27,Multi-Entry,USD,,24491,8,17.0,"$2,000 GTD",44
WPN,"HiThxBye",26359153,5.0,2022-02-09 20:52,219,0.5,H,No Limit,Normal,-3.96,27,Multi-Entry,USD,2,22932,8,12.04,"$1,000 GTD",38
WPN,"HiThxBye",26358276,3.0,2022-02-09 19:28,530,0.3,H,No Limit,Normal,-6.3,175,Multi-Entry,USD,1,32311,8,,"$2,500 GTD",212
WPN,"HiThxBye",26358279,6.0,2022-02-09 17:52,387,0.6,H,No Limit,Turbo,-12.6,214,Multi-Entry,USD,1,26523,8,,"Turbo - $2,000 GTD",86
WPN,"HiThxBye",26358449,2.5,2022-02-09 17:02,171,0.25,H,No Limit,Normal,-5.25,78,Multi-Entry,USD,1,19967,8,,"$500 GTD",32
WPN,"HiThxBye",26358126,4.0,2022-02-09 16:33,193,0.4,H,No Limit,Normal,-4.0,148,6-Max Multi-Entry,USD,,25408,6,,"$1,200 GTD - 6-Max",68
WPN,"HiThxBye",26358072,6.0,2022-02-09 15:47,348,0.6,H,No Limit,Normal,-6.0,191,Multi-Entry,USD,,24461,8,,"$1,250 GTD",78
WPN,"HiThxBye",26358360,4.0,2022-02-09 14:43,116,0.4,H,No Limit,Turbo,-4.0,78,Multi-Entry,USD,,13387,8,,"Turbo - $500 GTD",26
WPN,"HiThxBye",26358127,6.0,2022-02-09 13:08,107,0.6,H,No Limit,Turbo,-6.0,59,Multi-Entry,USD,,13130,8,,"Turbo - $500 GTD",17
WPN,"HiThxBye",26353647,3.0,2022-02-08 19:34,540,0.3,H,No Limit,Normal,-3.0,496,Multi-Entry,USD,,32669,8,,"$2,500 GTD",194
WPN,"HiThxBye",26353650,6.0,2022-02-08 17:31,358,0.6,H,No Limit,Turbo,10.11,29,Multi-Entry,USD,,25312,8,16.11,"Turbo - $2,000 GTD",70
WPN,"HiThxBye",26353840,2.5,2022-02-08 17:24,179,0.25,H,No Limit,Normal,-2.5,134,Multi-Entry,USD,,21275,8,,"$500 GTD",33
WPN,"HiThxBye",26353499,4.0,2022-02-08 16:29,271,0.4,H,No Limit,Normal,-4.0,152,6-Max Multi-Entry,USD,,25159,6,,"$1,200 GTD - 6-Max",76
WPN,"HiThxBye",26353442,6.0,2022-02-08 15:33,341,0.6,H,No Limit,Normal,-6.0,136,Multi-Entry,USD,,23619,8,,"$1,250 GTD",73
WPN,"HiThxBye",26353223,5.0,2022-02-08 13:37,441,0.5,H,No Limit,Normal,21.46,14,Multi-Entry,USD,,23840,8,26.46,"$2,000 GTD",104
WPN,"HiThxBye",26353500,6.0,2022-02-08 13:10,110,0.6,H,No Limit,Turbo,-12.6,58,Multi-Entry,USD,1,13220,8,,"Turbo - $500 GTD",19
WPN,"HiThxBye",26310258,6.0,2022-02-01 23:04,440,0.6,H,No Limit,Normal,-6.0,439,Multi-Entry,USD,,25485,8,,"$4,000 GTD",125
WPN,"HiThxBye",26309263,6.0,2022-02-01 22:47,867,0.6,H,No Limit,Normal,-4.5,306,Bounty Multi-Entry,USD,,37067,8,1.5,"PKO - $5,000 GTD",240
WPN,"HiThxBye",26309554,4.0,2022-02-01 21:55,388,0.4,H,No Limit,Normal,11.0,51,Multi-Entry,USD,,30301,8,15.0,"$3,000 GTD",149
WPN,"HiThxBye",26309769,6.0,2022-02-01 21:52,530,0.6,H,No Limit,Normal,-12.6,446,Multi-Entry,USD,1,27438,8,,"$5,000 GTD",135
WPN,"HiThxBye",26309838,3.0,2022-02-01 20:43,216,0.3,H,No Limit,Normal,-3.0,141,Multi-Entry,USD,,22422,8,,"$1,000 GTD",55
WPN,"HiThxBye",26309839,5.0,2022-02-01 19:54,154,0.5,H,No Limit,Normal,7.5,16,Multi-Entry,USD,,19481,8,12.5,"$1,000 GTD",35
WPN,"HiThxBye",26308673,3.0,2022-02-01 19:32,807,0.3,H,No Limit,Normal,-6.3,327,Multi-Entry,USD,1,32564,8,,"$2,500 GTD",232
WPN,"HiThxBye",26308961,2.5,2022-02-01 18:04,154,0.25,H,No Limit,Normal,2.5,34,Multi-Entry,USD,,23642,8,5.0,"$500 GTD",36
WPN,"HiThxBye",26308675,6.0,2022-02-01 17:36,316,0.6,H,No Limit,Turbo,-12.6,256,Multi-Entry,USD,1,25614,8,,"Turbo - $2,000 GTD",73
WPN,"HiThxBye",26308425,4.0,2022-02-01 17:13,220,0.4,H,No Limit,Normal,-8.4,176,6-Max Multi-Entry,USD,1,27807,6,,"$1,200 GTD - 6-Max",62
WPN,"HiThxBye",26308324,6.0,2022-02-01 15:48,377,0.6,H,No Limit,Normal,13.22,21,Multi-Entry,USD,,24537,8,19.22,"$1,250 GTD",73
WPN,"HiThxBye",26307742,6.0,2022-02-01 13:42,306,0.6,H,No Limit,Normal,79.2,5,Multi-Entry,USD,1,25947,8,91.8,"$1,500 GTD",57
WPN,"HiThxBye",26307823,5.0,2022-02-01 13:20,497,0.5,H,No Limit,Normal,-5.0,261,Multi-Entry,USD,,22815,8,,"$2,000 GTD",111
WPN,"HiThxBye",26308427,6.0,2022-02-01 13:09,123,0.6,H,No Limit,Turbo,-12.6,91,Multi-Entry,USD,1,13147,8,,"Turbo - $500 GTD",24
WPN,"HiThxBye",26251794,6.0,2022-01-30 22:19,2394,0.6,H,No Limit,Normal,-12.6,1822,Multi-Entry,USD,1,44377,8,,"$20,000 GTD",1572
WPN,"HiThxBye",26288921,3.0,2022-01-30 20:52,1174,0.3,H,No Limit,Normal,-6.3,649,Multi-Entry,USD,1,37357,8,,"$2,500 GTD",318
WPN,"HiThxBye",26288744,4.0,2022-01-30 17:52,396,0.4,H,No Limit,Normal,-8.4,197,6-Max Multi-Entry,USD,1,30133,6,,"$1,200 GTD - 6-Max",120
WPN,"HiThxBye",26289164,2.5,2022-01-30 17:34,237,0.25,H,No Limit,Normal,-2.5,207,Multi-Entry,USD,,21856,8,,"$500 GTD",47
WPN,"HiThxBye",26288165,6.0,2022-01-30 17:16,1590,0.6,H,No Limit,Normal,-6.0,617,Multi-Entry,USD,,39690,8,,"Special - $5,000 GTD",507
WPN,"HiThxBye",26289041,6.0,2022-01-30 14:49,223,0.6,H,No Limit,Turbo,-6.0,117,Multi-Entry,USD,,13744,8,,"Turbo - $1,000 GTD",34
WPN,"HiThxBye",26288741,6.0,2022-01-30 13:23,171,0.6,H,No Limit,Turbo,-6.0,131,Multi-Entry,USD,,14021,8,,"Turbo - $500 GTD",34
WPN,"HiThxBye",26277501,4.0,2022-01-28 21:43,433,0.4,H,No Limit,Normal,8.2,19,Multi-Entry,USD,2,17612,8,21.0,"$3,000 GTD",182
WPN,"HiThxBye",26277473,6.0,2022-01-28 21:02,321,0.6,H,No Limit,Normal,12.9,25,Multi-Entry,USD,1,19442,8,25.5,"$3,000 GTD",66
WPN,"HiThxBye",26277808,5.0,2022-01-28 20:52,176,0.5,H,No Limit,Normal,-5.0,148,Multi-Entry,USD,,14982,8,,"$1,000 GTD",20
WPN,"HiThxBye",26277053,3.0,2022-01-28 20:37,301,0.3,H,No Limit,Normal,-3.0,224,Multi-Entry,USD,,19025,8,,"$1,200 GTD",72
WPN,"HiThxBye",26277810,3.0,2022-01-28 20:06,231,0.3,H,No Limit,Normal,-3.0,214,Multi-Entry,USD,,12158,8,,"$1,000 GTD",55
WPN,"HiThxBye",26276597,3.0,2022-01-28 19:44,560,0.3,H,No Limit,Normal,105.75,5,Multi-Entry,USD,,21191,8,108.75,"$2,500 GTD",236
WPN,"HiThxBye",26276908,2.5,2022-01-28 17:36,169,0.25,H,No Limit,Normal,-2.5,125,Multi-Entry,USD,,22010,8,,"$500 GTD",25
WPN,"HiThxBye",26280145,6.0,2022-01-28 17:13,374,0.6,H,No Limit,Turbo,-6.0,135,Multi-Entry,USD,,24187,8,,"Turbo - $2,000 GTD",85
WPN,"HiThxBye",26280203,6.0,2022-01-28 15:54,166,0.3,H,No Limit,Super Turbo,-12.3,110,Multi-Entry,USD,1,10478,8,,"Hyper - $1,000 GTD",42
WPN,"HiThxBye",26276358,4.0,2022-01-28 15:43,273,0.4,H,No Limit,Normal,-4.0,176,6-Max Multi-Entry,USD,,22433,6,,"$1,200 GTD - 6-Max",63
WPN,"HiThxBye",26279867,6.0,2022-01-28 14:51,326,0.6,H,No Limit,Normal,-12.6,216,Multi-Entry,USD,1,21094,8,,"$1,250 GTD",61
WPN,"HiThxBye",26276744,6.0,2022-01-28 14:34,144,0.6,H,No Limit,Turbo,-12.6,120,Multi-Entry,USD,1,12862,8,,"Turbo - $1,000 GTD",36
WPN,"HiThxBye",26276745,4.0,2022-01-28 14:24,110,0.4,H,No Limit,Turbo,7.0,10,Multi-Entry,USD,,12289,8,11.0,"Turbo - $500 GTD",27
WPN,"HiThxBye",26275834,5.0,2022-01-28 13:42,487,0.5,H,No Limit,Normal,-5.0,282,Multi-Entry,USD,,24124,8,,"$2,000 GTD",109
WPN,"HiThxBye",26279889,6.0,2022-01-28 12:55,90,0.6,H,No Limit,Turbo,-6.0,77,Multi-Entry,USD,,12312,8,,"Turbo - $500 GTD",8
WPN,"HiThxBye",26265664,3.0,2022-01-27 20:49,563,0.3,H,No Limit,Normal,-3.0,246,Multi-Entry,USD,,37185,8,,"$2,500 GTD",204
WPN,"HiThxBye",26265953,2.5,2022-01-27 18:01,171,0.25,H,No Limit,Normal,-5.25,134,Multi-Entry,USD,1,23496,8,,"$500 GTD",32
WPN,"HiThxBye",26265354,4.0,2022-01-27 16:26,291,0.4,H,No Limit,Normal,-8.4,150,6-Max Multi-Entry,USD,1,24978,6,,"$1,200 GTD - 6-Max",74
WPN,"HiThxBye",26279866,6.0,2022-01-27 15:27,350,0.6,H,No Limit,Normal,21.3,13,Multi-Entry,USD,,23225,8,27.3,"$1,250 GTD",63
WPN,"HiThxBye",26265799,4.0,2022-01-27 14:29,118,0.4,H,No Limit,Turbo,-4.0,31,Multi-Entry,USD,,12570,8,,"Turbo - $500 GTD",20
WPN,"HiThxBye",26264857,5.0,2022-01-27 14:00,478,0.5,H,No Limit,Normal,22.48,14,Multi-Entry,USD,,25245,8,27.48,"$2,000 GTD",85
WPN,"HiThxBye",26279780,6.0,2022-01-27 13:09,245,0.6,H,No Limit,Normal,-6.0,106,Multi-Entry,USD,,23957,8,,"$1,500 GTD",65
WPN,"HiThxBye",26279888,6.0,2022-01-27 13:00,92,0.6,H,No Limit,Turbo,-12.6,88,Multi-Entry,USD,1,12650,8,,"Turbo - $500 GTD",22
WPN,"HiThxBye",26253373,4.0,2022-01-25 22:30,417,0.4,H,No Limit,Normal,-8.4,257,Multi-Entry,USD,1,32417,8,,"$3,000 GTD",159
WPN,"HiThxBye",26253623,6.0,2022-01-25 21:32,524,0.6,H,No Limit,Normal,265.25,4,Multi-Entry,USD,,26275,8,271.25,"$5,000 GTD",161
WPN,"HiThxBye",26252898,3.0,2022-01-25 20:53,426,0.3,H,No Limit,Normal,73.68,4,Multi-Entry,USD,,31996,8,76.68,"$1,200 GTD",101
WPN,"HiThxBye",26253699,5.0,2022-01-25 20:51,166,0.5,H,No Limit,Normal,-10.5,85,Multi-Entry,USD,1,22865,8,,"$1,000 GTD",36
WPN,"HiThxBye",26254548,6.0,2022-01-25 20:36,157,0.6,H,No Limit,Turbo,-6.0,110,Multi-Entry,USD,,12996,8,,"Turbo  - $1,000 GTD",32
WPN,"HiThxBye",26252453,3.0,2022-01-25 19:23,772,0.3,H,No Limit,Normal,-3.0,160,Multi-Entry,USD,,32020,8,,"$2,500 GTD",216
WPN,"HiThxBye",26252452,6.0,2022-01-25 17:41,420,0.6,H,No Limit,Turbo,-6.0,296,Multi-Entry,USD,,25917,8,,"Turbo - $2,000 GTD",99
WPN,"HiThxBye",26252742,2.5,2022-01-25 17:31,170,0.25,H,No Limit,Normal,-2.5,125,Multi-Entry,USD,,21663,8,,"$500 GTD",32
WPN,"HiThxBye",26252200,4.0,2022-01-25 16:29,277,0.4,H,No Limit,Normal,-4.0,108,6-Max Multi-Entry,USD,,25157,6,,"$1,200 GTD - 6-Max",83
WPN,"HiThxBye",26252099,6.0,2022-01-25 15:16,364,0.6,H,No Limit,Normal,-6.0,184,Multi-Entry,USD,,22616,8,,"$1,250 GTD",79
WPN,"HiThxBye",26252595,6.0,2022-01-25 14:49,194,0.6,H,No Limit,Turbo,-6.0,79,Multi-Entry,USD,,13780,8,,"Turbo - $1,000 GTD",35
WPN,"HiThxBye",26252599,4.0,2022-01-25 14:30,110,0.4,H,No Limit,Turbo,-4.0,24,Multi-Entry,USD,,12636,8,,"Turbo - $500 GTD",19
WPN,"HiThxBye",26251720,5.0,2022-01-25 13:10,495,0.5,H,No Limit,Normal,-5.0,290,Multi-Entry,USD,,22224,8,,"$2,000 GTD",122
WPN,"HiThxBye",26252196,6.0,2022-01-25 13:08,114,0.6,H,No Limit,Turbo,-6.0,55,Multi-Entry,USD,,13094,8,,"Turbo - $500 GTD",25
WPN,"HiThxBye",26251661,6.0,2022-01-25 13:03,288,0.6,H,No Limit,Normal,-6.0,124,Multi-Entry,USD,,23609,8,,"$1,500 GTD",53
WPN,"HiThxBye",26246459,6.0,2022-01-24 23:25,763,0.6,H,No Limit,Normal,-6.0,723,Bounty Multi-Entry,USD,,39352,8,,"PKO - $5,000 GTD",329
WPN,"HiThxBye",26246830,4.0,2022-01-24 22:31,708,0.4,H,No Limit,Normal,-4.0,328,Multi-Entry,USD,,32467,8,,"$3,000 GTD",209
WPN,"HiThxBye",26247207,5.0,2022-01-24 21:29,208,0.5,H,No Limit,Normal,-5.0,164,Multi-Entry,USD,,25146,8,,"$1,000 GTD",53
WPN,"HiThxBye",26245872,3.0,2022-01-24 19:42,553,0.3,H,No Limit,Normal,-3.0,395,Multi-Entry,USD,,33146,8,,"$2,500 GTD",255
WPN,"HiThxBye",26246145,2.5,2022-01-24 17:22,145,0.25,H,No Limit,Normal,97.5,1,Multi-Entry,USD,,21174,8,100.0,"$500 GTD",27
WPN,"HiThxBye",26245871,6.0,2022-01-24 17:17,438,0.6,H,No Limit,Turbo,-6.0,95,Multi-Entry,USD,,24432,8,,"Turbo - $2,000 GTD",92
WPN,"HiThxBye",26245612,4.0,2022-01-24 16:37,253,0.4,H,No Limit,Normal,-4.0,147,6-Max Multi-Entry,USD,,25651,6,,"$1,200 GTD - 6-Max",60
WPN,"HiThxBye",26245497,6.0,2022-01-24 15:37,407,0.6,H,No Limit,Normal,-12.6,233,Multi-Entry,USD,1,23870,8,,"$1,250 GTD",97
WPN,"HiThxBye",26245993,6.0,2022-01-24 14:42,199,0.6,H,No Limit,Turbo,14.89,11,Multi-Entry,USD,,13323,8,20.89,"Turbo - $1,000 GTD",46
WPN,"HiThxBye",26245609,5.0,2022-01-24 13:01,90,0.5,H,No Limit,Turbo,-5.0,86,Multi-Entry,USD,,12705,8,,"Turbo - $400 GTD",30
WPN,"HiThxBye",26239949,6.0,2022-01-23 23:19,835,0.6,H,No Limit,Normal,3.75,187,Bounty Multi-Entry,USD,,38998,8,9.75,"PKO - $5,000 GTD",331
WPN,"HiThxBye",26240262,4.0,2022-01-23 22:21,499,0.4,H,No Limit,Normal,-4.0,484,Multi-Entry,USD,,31899,8,,"$3,000 GTD",185
WPN,"HiThxBye",26206322,6.0,2022-01-23 21:53,3494,0.6,H,No Limit,Normal,-6.0,2084,Multi-Entry,USD,,42801,8,,"$20,000 GTD",1331
WPN,"HiThxBye",26239377,3.0,2022-01-23 21:08,1050,0.3,H,No Limit,Normal,6.3,45,Multi-Entry,USD,1,38284,8,12.6,"$2,500 GTD",262
WPN,"HiThxBye",26239803,3.0,2022-01-23 21:02,487,0.3,H,No Limit,Normal,-3.0,345,Multi-Entry,USD,,32558,8,,"$1,200 GTD",89
WPN,"HiThxBye",26239165,4.0,2022-01-23 17:50,361,0.4,H,No Limit,Normal,84.08,4,6-Max Multi-Entry,USD,,30010,6,88.08,"$1,200 GTD - 6-Max",81
WPN,"HiThxBye",26238643,6.0,2022-01-23 17:36,1555,0.6,H,No Limit,Normal,-6.0,859,Multi-Entry,USD,,40915,8,,"Special - $5,000 GTD",507
WPN,"HiThxBye",26240099,6.0,2022-01-23 15:41,185,0.3,H,No Limit,Super Turbo,-6.0,152,Multi-Entry,USD,,9674,8,,"Hyper - $1,000 GTD",33
WPN,"HiThxBye",26239506,4.0,2022-01-23 14:30,127,0.4,H,No Limit,Turbo,-4.0,96,Multi-Entry,USD,,12618,8,,"Turbo - $500 GTD",21
WPN,"HiThxBye",26238747,5.0,2022-01-23 13:37,565,0.5,H,No Limit,Normal,-10.5,391,Multi-Entry,USD,1,23877,8,,"$2,000 GTD",138
WPN,"HiThxBye",26239162,6.0,2022-01-23 13:18,155,0.6,H,No Limit,Turbo,-6.0,125,Multi-Entry,USD,,13709,8,,"Turbo - $500 GTD",30
WPN,"HiThxBye",26238807,2.0,2022-01-23 11:05,165,0.1,H,No Limit,Super Turbo,-2.0,129,Bounty Multi-Entry,USD,,12944,8,,"PKO Hyper - $300 GTD",24
WPN,"HiThxBye",26238377,6.0,2022-01-23 10:03,171,0.6,H,No Limit,Normal,-6.0,65,Multi-Entry,USD,,22691,8,,"$1,000 GTD",66
WPN,"HiThxBye",26238412,3.0,2022-01-23 08:53,92,0.3,H,No Limit,Turbo,-3.0,25,6-Max Multi-Entry,USD,,17635,6,,"$300 GTD - 6-Max",21
WPN,"HiThxBye",26226345,3.0,2022-01-21 20:17,324,0.3,H,No Limit,Normal,-3.0,282,Multi-Entry,USD,,29831,8,,"$1,200 GTD",100
WPN,"HiThxBye",26225964,3.0,2022-01-21 19:22,810,0.3,H,No Limit,Normal,-3.0,536,Multi-Entry,USD,,31946,8,,"$2,500 GTD",238
WPN,"HiThxBye",26226845,1.5,2022-01-21 17:29,254,0.15,H,No Limit,Turbo,-1.5,110,Multi-Entry,USD,,14367,8,,"$500 GTD",40
WPN,"HiThxBye",26225716,4.0,2022-01-21 15:39,271,0.4,H,No Limit,Normal,-4.0,137,6-Max Multi-Entry,USD,,22146,6,,"$1,200 GTD - 6-Max",86
WPN,"HiThxBye",26226095,4.0,2022-01-21 14:22,104,0.4,H,No Limit,Turbo,-4.0,80,Multi-Entry,USD,,12125,8,,"Turbo - $500 GTD",23
WPN,"HiThxBye",26219350,3.0,2022-01-20 20:11,852,0.3,H,No Limit,Normal,-3.0,433,Multi-Entry,USD,,34891,8,,"$2,500 GTD",253
WPN,"HiThxBye",26218884,1.5,2022-01-20 15:01,155,0.15,H,No Limit,Normal,-1.5,40,6-Max Multi-Entry,USD,,23464,6,,"$300 GTD - 6-Max",41
WPN,"HiThxBye",26218714,1.5,2022-01-20 11:12,142,0.15,H,No Limit,Turbo,-1.5,29,Multi-Entry,USD,,13337,8,,"Turbo - $200 GTD",33
WPN,"HiThxBye",26218712,2.0,2022-01-20 10:54,136,0.1,H,No Limit,Super Turbo,-1.0,44,Bounty Multi-Entry,USD,,12245,8,1.0,"PKO Hyper - $300 GTD",24
WPN,"HiThxBye",26208680,3.0,2022-01-19 02:04,851,0.3,H,No Limit,Normal,-6.3,262,Multi-Entry,USD,1,36256,8,,"$2,500 GTD",307
WPN,"HiThxBye",26208305,2.5,2022-01-18 23:14,593,0.25,H,No Limit,Normal,5.6,49,Multi-Entry,USD,,31486,8,8.1,"$1,800 GTD",148
WPN,"HiThxBye",26208149,0.25,2022-01-18 22:53,859,0.02,H,No Limit,Normal,-0.25,262,Multi-Entry,USD,,32035,8,,"$250 GTD",367
WPN,"HiThxBye",26209640,1.5,2022-01-18 22:35,100,0.15,H,No Limit,Turbo,-1.5,27,Multi-Entry,USD,,12952,8,,"Turbo - $200 GTD",24
WPN,"HiThxBye",26209826,2.0,2022-01-18 21:39,94,0.1,H,No Limit,Super Turbo,0.0,31,Bounty Multi-Entry,USD,,7769,8,2.0,"PKO Hyper Deep - $200 GTD",25
WPN,"HiThxBye",26208579,1.5,2022-01-18 21:13,238,0.15,H,No Limit,Normal,-3.15,78,Multi-Entry,USD,1,20632,8,,"$500 GTD",81
WPN,"HiThxBye",26207477,3.0,2022-01-18 21:05,390,0.3,H,No Limit,Normal,20.4,9,Multi-Entry,USD,,32711,8,23.4,"$1,200 GTD",58
WPN,"HiThxBye",26208304,3.0,2022-01-18 20:28,275,0.3,H,No Limit,Normal,-3.0,185,Multi-Entry,USD,,21518,8,,"$1,000 GTD",54
WPN,"HiThxBye",26207029,3.0,2022-01-18 20:27,798,0.3,H,No Limit,Normal,-6.3,365,Multi-Entry,USD,1,35828,8,,"$2,500 GTD",229
WPN,"HiThxBye",26207842,1.5,2022-01-18 19:11,197,0.15,H,No Limit,Normal,-1.5,53,Multi-Entry,USD,,22294,8,,"$300 GTD",39
WPN,"HiThxBye",26207302,2.5,2022-01-18 18:21,191,0.25,H,No Limit,Normal,-2.5,123,Multi-Entry,USD,,24705,8,,"$500 GTD",28
WPN,"HiThxBye",26206550,1.5,2022-01-18 18:15,444,0.15,H,No Limit,Normal,-3.15,280,Multi-Entry,USD,1,35122,8,,"$1,000 GTD",157
WPN,"HiThxBye",26206395,2.0,2022-01-18 18:10,594,0.2,H,No Limit,Normal,-2.0,303,Multi-Entry,USD,,38401,8,,"$1,200 GTD",194
WPN,"HiThxBye",26206111,2.0,2022-01-18 13:21,357,0.2,H,No Limit,Normal,-2.0,115,Multi-Entry,USD,,30103,8,,"$800 GTD",111
WPN,"HiThxBye",26206397,1.5,2022-01-18 11:10,105,0.15,H,No Limit,Turbo,-1.5,83,Multi-Entry,USD,,13236,8,,"Turbo - $200 GTD",24
WPN,"HiThxBye",26200903,3.0,2022-01-17 21:43,335,0.3,H,No Limit,Normal,-3.0,261,Multi-Entry,USD,,34985,8,,"$1,200 GTD",100
WPN,"HiThxBye",26200517,3.0,2022-01-17 20:43,657,0.3,H,No Limit,Normal,-3.0,424,Multi-Entry,USD,,36808,8,,"$2,500 GTD",264
WPN,"HiThxBye",26201259,1.5,2022-01-17 20:12,161,0.15,H,No Limit,Normal,-3.15,72,Multi-Entry,USD,1,25932,8,,"$300 GTD",37
WPN,"HiThxBye",26202378,4.0,2022-01-17 19:22,83,0.4,H,No Limit,Turbo,-4.0,82,Multi-Entry,USD,,12164,8,,"Turbo - $500 GTD",22
WPN,"HiThxBye",26201442,1.5,2022-01-17 18:08,200,0.15,H,No Limit,Turbo,-1.5,143,Multi-Entry,USD,,16736,8,,"$500 GTD",43
WPN,"HiThxBye",26194563,3.0,2022-01-16 21:05,1018,0.3,H,No Limit,Normal,-3.0,409,Multi-Entry,USD,,38149,8,,"$2,500 GTD",259
WPN,"HiThxBye",26194759,2.5,2022-01-16 19:13,219,0.25,H,No Limit,Normal,3.52,27,Multi-Entry,USD,,27803,8,6.02,"$500 GTD",38
WPN,"HiThxBye",26193944,2.0,2022-01-16 18:25,531,0.2,H,No Limit,Normal,-2.0,158,Multi-Entry,USD,,39358,8,,"$1,200 GTD",231
WPN,"HiThxBye",26187685,1.5,2022-01-16 17:21,908,0.15,H,No Limit,Normal,-1.5,339,Multi-Entry,USD,,30082,8,,"$1,500 GTD",239
WPN,"HiThxBye",26193643,2.0,2022-01-16 14:52,341,0.2,H,No Limit,Normal,18.79,8,Multi-Entry,USD,1,35522,8,22.99,"$800 GTD",138
WPN,"HiThxBye",26193642,2.0,2022-01-16 11:54,477,0.2,H,No Limit,Normal,-4.2,254,6-Max Bounty Multi-Entry,USD,1,24848,6,,"PKO - $800 GTD 6-Max",143
WPN,"HiThxBye",26193445,3.0,2022-01-16 05:28,66,0.15,H,No Limit,Super Turbo,-3.0,31,Multi-Entry,USD,,8907,8,,"Hyper - $200 GTD",31
WPN,"HiThxBye",26183743,3.0,2022-01-15 02:31,714,0.3,H,No Limit,Normal,3.89,80,Multi-Entry,USD,1,37918,8,10.19,"$2,500 GTD",419
